N|Acuraccy|Precision|Recall|F-Measure|Class|Domain|DomainValue|Comment
11474|0.81940216|0.9864186|0.8287312|0.9007255|1|Subject:Right_to_die|0.516666651|idk where this nigga jus went but he better find me some food before i become a real life bitch&#128530;
11475|0.8194225|0.98642045|0.8287507|0.90073776|1|Subject:Nuisance_fee|0.250000000|"idk who tf roro &amp; sophie are, but i'm glad they got bitches twerkin for the vine in they whips"
11476|0.81944287|0.98642224|0.8287702|0.9007501|1|Subject:Offences_Against_the_Person_Act|0.488888919|idk why bitches think they players lol bitches have zero game
11477|0.81946325|0.9864241|0.8287898|0.9007624|1|Subject:Peer_abuse|0.899999976|idont want a bestfriend boyfriend homeboy nor homegirl... fuck all yall bitches ctfu idc idc
11479|0.8194836|0.98642594|0.8288093|0.9007747|1|Subject:Jetliner_position|0.400000006|if @unlike_society post 1 more pic of his waves i'm bringing my s-curl back on these hoes for the 2014
11481|0.81950396|0.9864278|0.8288288|0.900787|1|Subject:Foot_roasting|0.208333343|"if bradley cooper wins an #oscar before ryan gosling does, imma cut a bitch."
11482|0.8195243|0.98642963|0.82884836|0.90079933|1|Subject:Right_to_die|0.433333367|if california chrome doesn't go off at even money or better i might flip a trash can over i mean damn can i get 6-5? oh the humanity!
11483|0.8195446|0.9864315|0.82886785|0.9008116|1|Subject:Offences_Against_the_Person_Act|0.400000036|"if dirty d was still around i wonder how many of you younger guys he would call a ""disrespectful son of a bitch"""
11484|0.819565|0.9864333|0.82888734|0.90082383|1|Subject:Trading_blows|0.300000012|if dj khaled eats nicki minaj's pussy he finna taste everyone in the rap industry
11485|0.8195853|0.9864352|0.8289069|0.90083617|1|Subject:Offence_against_the_person|0.300000012|"if drew stubbs were a pimp, he couldn't even hit a hoe."
11486|0.81960565|0.986437|0.8289264|0.9008485|1|Subject:Kishka_(prison_cell)|0.300000012|"if i become president, everybody's on lockdown. i'm gonna run this bitch like a penitentiary."
11487|0.819626|0.9864388|0.8289459|0.9008607|1|Subject:Hatred|0.173333332|if i called you a bitch then you'd prolly hate me .. if i called you a bad bitch then you'll prolly thank me!
11488|0.8196463|0.98644066|0.82896537|0.90087295|1|Subject:Stress_position|0.150000006|if i can't make no money off of you then bitch i don't even want to you.
11490|0.81966656|0.9864425|0.82898486|0.90088534|1|Subject:Offences_Against_the_Person_Act|0.300000012|if i don't unwrap a big booty hoe today i'm going rio be outraged.
11492|0.8195743|0.9864425|0.8288904|0.9008295|2|Subject:Prosecution_of_gender-targeted_crimes|0.500000000|"if i ever committ a crime, you can cite lvl as being the sole influence."
11493|0.8195946|0.98644435|0.8289099|0.9008418|1|Subject:Offence_against_the_person|0.466666669|"if i ever saw kendall jones in person, id kill her on sight. i hate that bitch more than anything in life."
11494|0.8196149|0.9864462|0.82892936|0.9008541|1|Subject:Offences_Against_the_Person_Act|0.266666681|if i fuck a nigga bitch ima just record it an keep fuckin her til she play dumb then ima have to show him
11495|0.8196352|0.98644805|0.82894886|0.9008663|1|Subject:Offence_against_the_person|0.481481493|if i had a dollar for every time someone called me maggie i'd make it rain on all these hoes
11496|0.81965554|0.98644984|0.82896835|0.90087855|1|Subject:Offences_Against_the_Person_Act|0.400000036|"if i had hair, i would seriously go for a perm now. genetics is a stone cold bitch."
11497|0.8196758|0.9864517|0.82898784|0.90089095|1|Subject:Offences_Against_the_Person_Act|0.490476221|if i hit you w/ that shotty bitch i bet that body flip
11498|0.8196961|0.98645353|0.82900727|0.9009031|1|Subject:Human_branding|0.334821403|"if i hold the door open for you, bitch you betta say thank you or imma slam the door in ya back."
11499|0.8197164|0.9864554|0.82902676|0.9009154|1|Subject:Adult_abuse|0.333333343|"if i post a picture of my woman, all you hoes jumping off a bridge tonight! lol"
11500|0.8197367|0.9864572|0.8290462|0.90092766|1|Subject:Offences_Against_the_Person_Act|0.433333337|"if i respect you, i demand your respect back. if you think you can be a bitch, i can be an even bigger one. bring it"
11501|0.819757|0.986459|0.8290657|0.9009399|1|Subject:Diesel_therapy|0.500000000|if i see another bitch with a rolly bag ima diesel that bitch
11502|0.81977725|0.98646086|0.8290851|0.9009521|1|Subject:Beaner|0.145833343|if i smoke with ya bitch its over
11503|0.8197975|0.9864627|0.82910454|0.9009644|1|Subject:Adult_abuse|0.250000000|if i was a guy i'd definitely dress up as the fuck her right in the pussy guy
11504|0.8198178|0.98646456|0.82912403|0.90097666|1|Subject:Knapsack_cryptosystems|0.200000003|"if i was stranded on a desert island and i could only bring 1 thing, i would bring dora. that hoe has everything in that backpack."
11505|0.8197256|0.98646456|0.8290297|0.9009209|2|Subject:Abuse_of_information|0.400000006|if i were a kid today...michelle obama's lunch would wind up in the trash can
11506|0.81974584|0.98646635|0.8290491|0.90093315|1|Subject:Offences_Against_the_Person_Act|0.623809576|"if i were born black; i would have tons of kids, never work, get lots of free stuff &amp; bitch about it! thank god i wasn't~what a drag i'd b"
11507|0.81976616|0.9864682|0.8290686|0.9009455|1|Subject:Animal_bite|0.166666672|"if i wore a tutu, no bitch would want me &#128514;&#128514; that's what our dog is gonna be telling himself everyday &#128529;"
11508|0.81967396|0.9864682|0.8289743|0.9008897|2|Subject:Offences_Against_the_Person_Act|0.900000036|"if i'm legit trying, the worst thing you can do is try and play games with me. you'll get the bird sooo fast."
11509|0.8196942|0.98647004|0.82899374|0.90090203|1|Subject:Offences_Against_the_Person_Act|0.755555570|if i'm sharing my nigga with every other bitch why tf do i want him. he ain't no longer special. the heck.
11510|0.8197145|0.98647183|0.82901317|0.90091425|1|Subject:Right_to_work|0.250000000|"if i've never seen her do some ""hoe"" shit with my own eyes then i refuse to let another nigga influence my thoughts on her. so what?"
11511|0.81973475|0.9864737|0.8290326|0.9009265|1|Subject:Animal_bite|0.266666681|if kubiak was a player they'd pump him with painkillers and tell him to stop being a pussy.
11512|0.81964266|0.9864737|0.8289384|0.9008709|2|Subject:Torture_chamber|0.222222224|"if temple beats rutgers today, i will be a happy clam."
11513|0.8196629|0.9864755|0.82895786|0.90088314|1|Subject:Persecution|0.400000006|if a bitch annoying she getting left.
11514|0.8196832|0.9864774|0.8289773|0.9008953|1|Subject:Nuisance_fee|0.500000000|"if a bitch bit my dick, i'd probably beat the shit out of her."
11516|0.81970346|0.98647916|0.8289967|0.9009076|1|Subject:Offences_Against_the_Person_Act|0.400000036|"if a bitch don't like me, sumthin wrong wit da bitch"
11517|0.81972367|0.986481|0.82901615|0.9009198|1|Subject:Right_to_work|0.180555552|if a bitch don't taste her own &#128573; you shouldn't even dare eat it &#128567;
11518|0.81974393|0.98648286|0.8290356|0.9009321|1|Subject:Offences_Against_the_Person_Act|0.400000036|"if a bitch has to fuss &amp;&amp;fight over a niggah thats hugged up &amp;&amp; ,boo'd up w the next bitch , clearly doesnt gaf bout u"
11520|0.8197642|0.98648465|0.82905495|0.9009443|1|Subject:Domestic_violence_in_same-sex_relationships|0.266666681|if a bitch makes u moan during sex she owns your soul. &#128175;
11521|0.8197844|0.9864865|0.8290744|0.9009565|1|Subject:Total_balance|0.200000003|if a chick wants me to eat her pussy then leave i'll accept gladly. lol
11522|0.81980467|0.9864883|0.8290938|0.9009688|1|Subject:Offences_Against_the_Person_Act|0.448148191|if a cute bitch fucks with a lame nigga she automatically becomes 10 times less attractive in my eyes
11523|0.8198249|0.98649013|0.8291132|0.90098095|1|Subject:Talking_shit|0.324999988|"if a nigca neva told you ""bitch you got some bomb azz puzzy"" kill yaself bitch http://t.co/czxrv9to4a"
11524|0.8198451|0.986492|0.8291326|0.90099317|1|Subject:Offences_Against_the_Person_Act|0.300000012|if a nigga in nap can fuck my bitch that mean she lame for fuckin a lame.... all deez niggas here corny asl
11525|0.81986535|0.98649377|0.829152|0.9010054|1|Subject:Offences_Against_the_Person_Act|0.655555606|if a nigga is watching love and hiphop instead of the playoffs he gay denna bitch
11527|0.81988555|0.9864956|0.8291714|0.9010176|0|Subject:Killing_of_captives_by_ISIL|0.166666672|"if a spic ever talks to a white person and the white person kills them, it's self defense."
11528|0.81990576|0.98649746|0.8291908|0.90102977|1|Subject:Adult_abuse|0.333333343|if a teacher gave me some pussy in elementary school i got to tell somebody.
11529|0.81992596|0.98649925|0.82921016|0.90104204|1|Subject:Academic_abuse|0.250000000|"if a teacher tried to throw me some pussy when i was in school, nigga i ain't sayin shit"
11530|0.81994617|0.9865011|0.82922953|0.9010542|1|Subject:Offences_Against_the_Person_Act|0.457142889|if anxiety was a person i'd kill that bitch so fuckin fast.
11531|0.8199664|0.9865029|0.8292489|0.9010664|1|Subject:Jetliner_position|0.400000006|if anyone ever gets an attitude or w e with me idgaf who it is i am going to be a bitch right back &#128076;&#128076;
11532|0.8198744|0.9865029|0.82915485|0.9010109|2|Subject:Right_to_work|0.305555582|if anyone wants to bring me a sweet tea to my party.. that'd make my bday perfect.. well that and cracker barrel &#128525;&#128525;
11533|0.8198946|0.98650473|0.8291742|0.90102303|1|Subject:Stress_position|0.150000006|"if anything i've ever said has offended you, that's a you problem not a me problem. don't be such a little bitch."
11534|0.81991476|0.9865065|0.8291936|0.9010353|1|Subject:Right_to_work|0.180555552|"if eating the pussy makes you happy, i'm all for it. :)"
11535|0.81982285|0.9865065|0.8290996|0.90097976|2|Subject:Offences_Against_the_Person_Act|0.414814830|"if ever sports seemed scripted , this ending to this yankee game proved it"
11536|0.81984305|0.98650837|0.82911897|0.9009919|1|Subject:List_of_strikes_in_Spain|0.166666672|"if everybody already hit, of course a nigga can't take you seriously.. idk why hoes be so surprised.."
11537|0.81986326|0.98651016|0.82913834|0.90100414|1|Subject:Grapple_Ray|0.125000000|"if her bio says ""only god can judge me"" she's a hoe."
11539|0.8198834|0.986512|0.8291577|0.9010163|1|Subject:Offences_Against_the_Person_Act|0.300000012|if i aint hit that bitch then i aint hit that bitch why lie about it thats petty bullshit
11540|0.81979156|0.98637897|0.8291577|0.9009608|1|Subject:Badge_of_shame|0.088000007|if i fucked her i know every niggah want her.
11543|0.8196997|0.98637897|0.8290637|0.9009054|2|Subject:Peer_abuse|0.200000003|if i wasn't a yankee fan i probably would be a sf giants fan lol
11544|0.8197199|0.9863808|0.8290831|0.90091753|1|Subject:Anne_Frank_Foundation|0.102777779|"if it wasn't for this blanket, my nips would be harder than the search for anne frank.."
11545|0.81974006|0.98638266|0.82910246|0.90092975|1|Subject:Chouan_Army_of_Rennes_and_Foug?res|0.166666672|if joining the army gets you bitches then to the army i go.
11546|0.81976026|0.98638445|0.8291218|0.90094197|1|Subject:Adult_abuse|0.200000003|"if luke hemmings really thinks they're trash, i must be fucking dirt bc you boys are beautiful dammit"
11548|0.81978047|0.9863863|0.8291412|0.9009542|1|Subject:Offences_Against_the_Person_Act|0.433333337|"if my bf posts a pic of my daughter, just like it and keep scrolling. your comments aren't necessary. yes bitch, i know she's cute."
11549|0.8198007|0.98638815|0.8291605|0.9009663|1|Subject:Spray-on_clothing|0.375000000|if my bitch wear a bacon bra....im taking that ass to funky town
11552|0.8198208|0.98639|0.8291799|0.90097857|1|Subject:Offences_Against_the_Person_Act|0.433333337|"if not for gz, #trayvon would be alive right this second... smoking a bowl and tweeting about ""bitches and hoes"". such a nice kid he was..."
11553|0.819841|0.9863918|0.82919925|0.90099066|1|Subject:Offences_Against_the_Person_Act|0.755555570|if not then you are a coward and afraid showing you have no faith..just another devils bitch...
11554|0.81974924|0.9863918|0.8291053|0.90093523|2|Subject:Offences_Against_the_Person_Act|0.300000012|if only i dated a girl that lived off mack road i could just get the holy trinity of sacramento ghettos on a daily basis
11555|0.8197694|0.98639363|0.8291247|0.90094745|1|Subject:Offences_Against_the_Person_Act|0.266666681|if only everyone knew the real you...fakest bitch i know
11556|0.8197896|0.9863955|0.829144|0.9009596|1|Subject:Afula_mall_bombing|0.123333350|if only my new local mall wasn't so ghetto
11557|0.81980973|0.9863973|0.8291634|0.90097183|1|Subject:Offences_Against_the_Person_Act|0.266666681|if only you bitches really knew
11558|0.8198299|0.9863991|0.8291827|0.900984|1|Subject:Offences_Against_the_Person_Act|0.266666681|if pussy lips could talk ill go down there like it's whispering
11560|0.8198501|0.98640096|0.82920206|0.9009962|1|Subject:Adult_abuse|0.250000000|if she a hoe on social media she a hoe in real life too
11561|0.81987023|0.9864028|0.82922137|0.90100837|1|Subject:Adult_abuse|0.449999988|if she ain't yo lady u better not text her ass good morning quit treating these side hoes like wifey material
11562|0.8198904|0.98640466|0.8292407|0.9010205|1|Subject:Offences_Against_the_Person_Act|0.488888919|"if she aint talkin to you , then who she talking to ? cus you know bitches cant stop talking #trustissues"
11563|0.8199105|0.98640645|0.82926|0.9010327|1|Subject:Stress_position|0.150000006|if she dont appreciate that and say yes. the bitch aint real.
11564|0.8199307|0.9864083|0.8292793|0.90104485|1|Subject:Human_rights_abuses_in_Kashmir|0.190476209|if she hates being kissed in the mouth she a hoe.tell me different.
11565|0.8199508|0.98641014|0.8292986|0.901057|1|Subject:Stress_position|0.300000012|"if she know yo name way before you meet her, then dat bitch a eatta!"
11566|0.8199709|0.9864119|0.8293179|0.90106916|1|Subject:Missing_stair|0.267857134|"if she makes a good sandwhich and she give a good blowy, wife dat hoe up. that way you can eat while she eatting"
11567|0.81999105|0.9864138|0.82933724|0.9010813|1|Subject:Offences_Against_the_Person_Act|0.711111188|if she wears these to dinner then she's paying for her own food because im treating that bitch like a stranger..... http://t.co/pm5aa6plw0
11569|0.8200112|0.9864156|0.82935655|0.9010935|0|Subject:2_+_2_=_5|0.144444451|"if some one isn't an anglo-saxon protestant, they have no right to be alive in the us. none at all, they are foreign filth."
11570|0.8200313|0.9864174|0.82937586|0.90110564|0|Subject:Adult_abuse|0.533333361|if someone is part of 'james x' then he's a white trash cultist.
11571|0.8199397|0.9864174|0.8292821|0.90105027|2|Subject:Adult_abuse|0.333333343|"if someone pushes you too hard today, they may be surprised ho... more for capricorn http://t.co/3kpy22pi0e"
11573|0.81995976|0.98641926|0.82930136|0.9010625|1|Subject:Animal_bite|0.300000012|"if that pussy don't come with head, i don't want it!!"
11574|0.8199799|0.9864211|0.82932067|0.9010746|1|Subject:2_+_2_=_5|0.216666669|if that's yo hoe ... that's my hoe 2
11575|0.82|0.9864229|0.82934|0.90108675|1|Subject:Web_We_Want|0.166666672|if thats what yall hoes want then fuck it.
11576|0.8199084|0.9864229|0.8292462|0.90103143|2|Subject:Total_balance|0.179999992|"if the @yankees get dempster, they just look like they're getting older. #smh bring some youth!!! #mlb"
11577|0.8198168|0.9864229|0.8291525|0.9009762|2|Subject:Adult_abuse|0.200000003|"if the yankees can't beat the red sox, they don't even deserve to be in the playoffs #yankees #redsox #mlb"
11578|0.8197252|0.9864229|0.8290589|0.9009208|2|Subject:Blanket_party|0.125000000|"if the crust ain&#8217;t graham cracker, keep that pie"
11579|0.81974536|0.98642474|0.8290782|0.900933|1|Subject:Offences_Against_the_Person_Act|0.266666681|"if the only thing she talks about is her eyebrows, she got forest pussy."
11580|0.8197655|0.98642653|0.8290975|0.9009451|1|Subject:Offences_Against_the_Person_Act|1.088889003|if the servers for black ops 2 acts gay today this is my bitch fo the nite http://t.co/8rbdheia
11582|0.8197856|0.9864284|0.82911676|0.9009573|1|Subject:Adult_abuse|0.472222209|if the world was free of sucka free it would be just me and my nigs left
11583|0.81980574|0.9864302|0.8291361|0.90096945|1|Subject:Fundaci?n_Mujeres_en_Igualdad|0.352000028|if them niggas pussy we douche em we clean em out
11584|0.8198258|0.986432|0.8291554|0.9009816|1|Subject:Right_to_work|0.250000000|if these hoes ain't lying about being fat they hiding a backpage profile some where...
11585|0.819846|0.98643386|0.82917464|0.9009937|1|Subject:Offences_Against_the_Person_Act|0.266666681|if this bitch don't turn crash in &#128545;&#128074;&#128299;
11586|0.81986606|0.98643565|0.82919395|0.9010059|1|Subject:Stress_position|0.150000006|if this bitch hangs up on me one more time....
11587|0.81988615|0.9864375|0.8292132|0.901018|1|Subject:Nuisance_fee|0.500000000|if this bitch new the amount of shit i spoke bout her on my twittah lol
11588|0.8197947|0.9864375|0.8291196|0.90096277|2|Subject:Human_branding|0.491071403|if train officers that are wearing body armor stand back to watch the smoke clear. why does every gun ho wanna be... http://t.co/culyanyq
11589|0.8198148|0.9864393|0.82913893|0.9009749|1|Subject:Bitch_tits|0.250000000|if u a bad bitch #enjoyyaday
11590|0.8198349|0.98644114|0.8291582|0.900987|1|Subject:Rebecca_Brown_(character)|0.200000003|if u a bitch an i hadddd u i wouldnt give a fuck if chris brown bagged u bitch i had u already lol
11591|0.819855|0.9864429|0.8291775|0.90099925|1|Subject:Grapple_Ray|0.125000000|if u ain't fucking u ain't sucking wat u doin hoe &#128572;
11592|0.81987506|0.9864448|0.82919675|0.90101135|1|Subject:Komando_Jihad|0.266666681|if u bad niggas a really play nice to get to the pussy then... that ass gone &#128514;
11593|0.81989515|0.9864466|0.829216|0.90102345|1|Subject:Ethnic_cleansing|0.228571445|if u expect me to stop playin with niggas but u playin widd bitches i can't deal
11594|0.81991524|0.9864484|0.82923526|0.9010356|1|Subject:Nuisance_fee|0.500000000|if u got yo shit pulled upp past yo bellybutton you are too old for yoga pants bitch it aint 1983
11595|0.8199353|0.98645025|0.82925457|0.90104777|1|Subject:Offences_Against_the_Person_Act|0.266666681|if u know this bitch u know ur mexican http://t.co/jyw85vmp8k
11597|0.8199554|0.98645204|0.8292738|0.9010599|1|Subject:Right_to_die|0.383333325|"if ur bitch starts fukin yappin tae, ill make sure i break something vital. warning: call polis with hazard that results in permanent damage"
11598|0.8199755|0.9864539|0.8292931|0.90107197|1|Subject:Offences_Against_the_Person_Act|0.266666681|if viagra was for bitches it'd be called niagra
11599|0.8199955|0.9864557|0.82931226|0.901084|1|Subject:Offences_Against_the_Person_Act|0.688888907|"if we get any trick of treaters i will be giving out android advice. so... stop on in, faggots"
11600|0.8200156|0.98645747|0.8293315|0.9010962|1|Subject:Offences_Against_the_Person_Act|0.522222281|if y'all preppy bitches ever arguing like this at a party and don't do nothing y'all getting hit with a bottle fr
11601|0.82003564|0.9864593|0.82935077|0.9011083|1|Subject:Offences_Against_the_Person_Act|0.922222257|"if yall niggas gon be gay, why yall gotta be so over the top? dressing up in bitch shit that women wouldnt even dare wear. smh."
11602|0.8200557|0.9864611|0.82937|0.9011204|0|Subject:Offences_Against_the_Person_Act|0.533333361|if yer gonna continue to be a contrarian bitch... go die then. i've no time for such trifling!
11603|0.82007575|0.98646295|0.8293892|0.9011325|1|Subject:Adult_abuse|0.250000000|"if yo name wus in this song you wus a hoe then, &amp; a overgrown thot now.... http://t.co/1rbjohben6"
11604|0.8200958|0.98646474|0.82940847|0.9011447|1|Subject:Adult_abuse|0.583333373|"if yo nigga catch you cheating, and beat yo ass in front yo lil yeah, and lil yeah don't help. you still give him pussy ladies?"
11605|0.82011586|0.9864666|0.82942766|0.9011567|1|Subject:Offences_Against_the_Person_Act|0.433333337|"if yo pussy good my ""pullout"" game weak!!"
11606|0.8201359|0.9864684|0.8294469|0.90116876|1|Subject:Bad_trip|0.116666675|"if you like #chocolate or #sodapop and you tweet bad about #happycolumbusday..............you are a fuckin"" #retard #hypocrite&gt;"
11607|0.8201559|0.9864702|0.8294661|0.901181|1|Subject:Stress_position|0.150000006|"if you a bad bitch, put ya hands up high"
11609|0.82017595|0.986472|0.8294853|0.901193|1|Subject:Jetliner_position|0.200000003|if you a top notch bitch lemme here you holler. (:
11610|0.820196|0.9864738|0.8295045|0.9012051|1|Subject:Offences_Against_the_Person_Act|0.823809564|if you act like a fucking retard when your high it's over mane stay away from me.
11612|0.82021594|0.98647565|0.8295237|0.9012172|1|Subject:Missing_stair|0.224999994|"if you ain't a hoe, get up out my trap house @reptar_07 ."
11618|0.82023597|0.98647743|0.8295429|0.9012293|1|Subject:Abuse_of_information|0.449999988|if you arent going to stick to one garbage can for recycling im not going to give a single fuck about where im putting my trash.
11620|0.820256|0.9864792|0.82956207|0.90124136|1|Subject:Right_to_die|0.433333367|if you attractive people just gone up and assume you got hoes
11621|0.82027596|0.9864811|0.82958126|0.90125346|1|Subject:Nuisance_fee|0.250000000|if you ballin then buy ya bitch something
11622|0.820296|0.98648286|0.82960045|0.9012655|1|Subject:Nuisance_fee|0.250000000|if you balling buy yo bitch somethin
11623|0.82031596|0.9864847|0.82961965|0.9012776|1|Subject:Animal_bite|0.222222239|if you body count more then mine you a hoe js.
11624|0.820336|0.9864865|0.8296388|0.90128964|1|Subject:Offences_Against_the_Person_Act|0.355555594|if you can't turn instagram likes/follows into some real life shit #trash
11625|0.8202447|0.9864865|0.82954544|0.90123457|2|Subject:Offences_Against_the_Person_Act|1.086772561|if you didn't have tattoos as a diversion for your bird chest and malnourished body sir... your instagram would be trash
11626|0.8202647|0.9864883|0.82956463|0.90124667|1|Subject:B|0.200000003|if you don't fuck with @chriswebby your either a) slackin b) a turd burgular c) a pussy face. or d) all of the above #whichisit ?
11627|0.8202847|0.98649013|0.8295838|0.90125877|1|Subject:Offences_Against_the_Person_Act|0.266666681|"if you don't know what yo bitch doing tuat ain't you bitch, im just sayin."
11628|0.8203047|0.9864919|0.82960296|0.9012708|1|Subject:Offence_against_the_person|0.466666669|if you don't say thank you after someone holds the door open for you you're a bitch
11629|0.82032466|0.9864937|0.82962215|0.90128285|1|Subject:Offences_Against_the_Person_Act|0.400000036|if you dont know uncle jj your a bitch
11631|0.8203446|0.9864955|0.8296413|0.9012949|1|Subject:Nuisance_fee|0.250000000|if you follow me on twitter and you are being loud cunt on the swings at wintersmith don't be a stranger &#128526;
11632|0.8203646|0.98649734|0.8296604|0.90130687|1|Subject:Grapple_Ray|0.125000000|if you fuckin for your rent you a lame hoe
11633|0.82038456|0.98649913|0.8296796|0.90131897|1|Subject:Right_to_die|0.300000012|"if you get into an argument with someone and say, ""have a nice life &amp; good luck in ohio."" that's a ""fuck you, bitch leave."""
11634|0.8204045|0.9865009|0.82969874|0.901331|1|Subject:Bitch_tits|0.250000000|if you go to the barber shop on friday you have to your charger and some snacks in that bitch &#128514;
11636|0.8204245|0.98650277|0.8297179|0.9013431|1|Subject:Total_balance|0.179999992|if you got a body count already in 2014 you can't talk about anybody being a hoe
11637|0.82044446|0.98650455|0.829737|0.90135515|1|Subject:Adult_abuse|0.250000000|"if you got a good girl don't turn her into a ""bad bitch""."
11638|0.8204644|0.98650634|0.82975614|0.9013672|1|Subject:Right_to_work|0.125000000|if you got a nigga and you another nigga #wcw you a hoe &#128514;&#128514;
11639|0.82048434|0.98650813|0.8297753|0.90137917|1|Subject:Stress_position|0.300000012|if you got a problem with me bring it up with me before i tense up on yo bitch ass . -.-
11640|0.82050425|0.98651|0.8297944|0.90139127|1|Subject:Adult_abuse|0.400000006|"if you got charge a nigga up for tryna talk to your chick, you really a insecure faggot and have no control over her.."
11641|0.8205242|0.98651177|0.82981354|0.9014033|1|Subject:Offences_Against_the_Person_Act|0.503703713|"if you got tats on your breast, you a trash ass bitch and stay far away from me with ya acid pussy."
11642|0.8205441|0.98651356|0.8298326|0.9014153|1|Subject:Offences_Against_the_Person_Act|0.933333337|"if you got to act like you cuffing a bitch to get ass your a lame forreal &#128514; , real niggas let bitches know what it is from jump&#10071;&#65039;"
11643|0.8205641|0.98651534|0.82985175|0.90142727|1|Subject:Offences_Against_the_Person_Act|0.433333337|"if you hang with hoes, you're a hoe by association. if you try and debate this, you're a hoe. if you get offended by this, you're a hoe.&#128175;"
11644|0.820584|0.98651713|0.8298709|0.90143937|1|Subject:Offences_Against_the_Person_Act|0.314814806|if you have chemistry the only other thing you need is timing.. but timing's a bitch.
11645|0.8206039|0.986519|0.82988995|0.9014514|1|Subject:Offences_Against_the_Person_Act|0.388888925|"if you have your friends jump into a fight, it shows that you're just an overall pussy."
11646|0.8206238|0.98652077|0.8299091|0.90146345|1|Subject:Carpet_beater|0.157407403|if you hoes stop shaving i'm running around spraying nair on all of y'all.
11647|0.8206437|0.98652256|0.82992816|0.9014754|1|Subject:Offences_Against_the_Person_Act|0.433333337|if you jump someone you're a bitch
11648|0.82066363|0.98652434|0.82994723|0.9014874|1|Subject:Offences_Against_the_Person_Act|0.633333325|if you jump someone you're a bitch regardless the situation
11649|0.82068354|0.98652613|0.8299663|0.90149945|0|Subject:Offences_Against_the_Person_Act|0.355555594|"if you kill all cops and cracker babies, what next?????? black states, white states, and latino states? isn't that moving backwards?"
11651|0.82070345|0.9865279|0.82998544|0.9015115|1|Subject:Animal_bite|0.133333340|"if you like the 24k gold rillos, your a pussy"
11652|0.8207233|0.98652977|0.8300045|0.90152353|1|Subject:Adult_abuse|0.533333361|"if you love somebody, you can't cheat, have hoes, do certain shit cause them limits type shit."
11654|0.8207432|0.98653156|0.8300236|0.90153545|1|Subject:Offences_Against_the_Person_Act|0.281481504|if you not his momma or his sisters goodbye bitch! i do not have time for that.
11655|0.8207631|0.98653334|0.8300426|0.90154743|1|Subject:Human_branding|0.486111104|if you not lickin toes you a basic bitch.. and i can't fuck with a basic bitch
11656|0.82078296|0.98653513|0.8300617|0.9015595|1|Subject:Stress_position|0.150000006|if you not my bitch. i really don't care &#128076;
11657|0.82080287|0.9865369|0.83008075|0.9015714|1|Subject:Right_to_die|0.150000006|if you one of my hoes .... make yourself known
11658|0.8208227|0.9865387|0.8300998|0.9015835|1|Subject:Animal_bite|0.133333340|if you only like cheese pizza you're a pussy. stay away from me and my lovely combination pizza
11659|0.82084256|0.9865405|0.83011883|0.90159535|1|Subject:Nuisance_fee|0.500000000|if you rat on your family just so you don't get in trouble you're a little bitch #bloodthickerthanwater
11660|0.8208624|0.9865423|0.8301379|0.9016074|1|Subject:Offences_Against_the_Person_Act|0.414814830|"if you really know me, you know all the problem i go through with all these hating ass bitches."
11661|0.82088226|0.9865441|0.8301569|0.90161943|1|Subject:Internet_vigilantism|0.375000000|"if you said more today on the internet about duck dynasty than about the #northwestimperative, you're a useless whigger."
11662|0.82090217|0.98654586|0.830176|0.9016313|0|Subject:Adult_abuse|0.400000006|"if you say any of the following words the convo is over: nigger, nigga, swag, yolo, fag, retard."
11663|0.82092196|0.9865477|0.830195|0.9016434|1|Subject:Offence_against_the_person|0.466666669|if you say anything about me i'll knock ur boyfriend out. go for it bitch. your boyfriend is a pubeless runt.
11664|0.8209418|0.9865495|0.8302141|0.9016553|1|Subject:Stress_position|0.150000006|"if you see me , speak bitch. !"
11665|0.82096165|0.9865513|0.8302331|0.9016673|1|Subject:Trading_blows|0.200000003|"if you single, just start hitting up those hoes. &#128524; &#128129;"
11668|0.8209815|0.9865531|0.8302521|0.9016793|1|Subject:Animal_bite|0.133333340|if you sweat pussy it's somethin new to you..
11670|0.82100135|0.98655486|0.8302711|0.9016912|1|Subject:Talking_shit|0.291666687|if you tell a dyke she looks just like a nigga is that a compliment? i've always wondered that
11671|0.82102114|0.98655665|0.83029014|0.9017032|1|Subject:Bitch_tits|0.250000000|if you texting other niggas just let me know so i can find me some other bitches. no hard feelings
11672|0.82093024|0.98655665|0.83019716|0.90164834|2|Subject:Serial_rapist|0.275000006|"if you think that the term #redskins being offensive is a political issue, you are ignorant."
11673|0.82095003|0.98655844|0.83021617|0.90166026|1|Subject:Offences_Against_the_Person_Act|0.600000024|if you want it come and buy it ain't no mufuckin fronting nowadays niccas playing games about a few hunned! -- @fenkellpayroll #loud
11674|0.8209699|0.9865602|0.8302352|0.9016723|1|Subject:Stress_position|0.150000006|if you was a bitch nigga in 2013 you still gona be a bitch nigga in 2014 &#128175;&#128175;
11675|0.8209897|0.986562|0.8302542|0.9016842|1|Subject:Adult_abuse|0.699999988|if you will fuck or try and fuck ya niccas girl .. you a buster lol
11676|0.8210095|0.9865638|0.83027315|0.90169615|1|Subject:Offence_against_the_person|0.266666681|"if you work a graveyard shift, she cheating on you off tops. somebody else gon be tucking ya bitch in."
