N|Acuraccy|Precision|Recall|F-Measure|Class|Domain|DomainValue|Comment
21974|0.17828076|0.019546306|0.6840077|0.03800653|1||0.0|this bitch keep looking is she choosing me or nah
21975|0.1782726|0.01954523|0.6840077|0.038004495|1||0.0|this bitch keep playin wit my hair like she dont got her own.
21976|0.17826445|0.019544153|0.6840077|0.03800246|1||0.0|this bitch kicked me out
21977|0.1782563|0.019543078|0.6840077|0.03800043|1||0.0|this bitch literally just pulled a whopper from her fanny pack #america
21978|0.17824815|0.019542001|0.6840077|0.037998393|1||0.0|"this bitch literally just said ""normal people shouldn't work out in this gym because so many body builders workout here"""
21979|0.17824|0.019540926|0.6840077|0.037996363|1||0.0|"this bitch lmao ""steve wilkos be goin on mfs &#128553;&#128514;"" "
21980|0.17823185|0.01953985|0.6840077|0.037994325|1||0.0|this bitch look like kurt cobain older bro
21981|0.1782237|0.019538775|0.6840077|0.037992295|1||0.0|this bitch looks like a tranny tho.
21982|0.17821556|0.0195377|0.6840077|0.037990265|1||0.0|this bitch love me long time i dont know why she wouldnt
21983|0.17820741|0.019536624|0.6840077|0.037988227|1||0.0|this bitch lying to me &#128514;&#128530;
21984|0.17819926|0.019535549|0.6840077|0.037986197|1||0.0|this bitch mentioned dr. ruff...i'm done.
21985|0.17819113|0.019534474|0.6840077|0.037984163|1||0.0|this bitch needs to get slapped @michelebachmann
21986|0.17818297|0.0195334|0.6840077|0.037982132|1||0.0|this bitch needs to turn off her shitty music &#128544;
21987|0.17817484|0.019532325|0.6840077|0.037980102|1||0.0|this bitch on maury got 11 baby daddy's!
21988|0.1781667|0.01953125|0.6840077|0.037978068|1||0.0|this bitch pregnant again &#128064;&#128514;&#128514;
21989|0.17815855|0.019530175|0.6840077|0.037976038|1||0.0|this bitch really has no filter &#128528;
21990|0.17815042|0.0195291|0.6840077|0.037974007|1||0.0|"this bitch said "" which one are you "" lmaooo i hate her !"
21991|0.17814228|0.019528028|0.6840077|0.037971977|1||0.0|"this bitch said ""use my titties as a punchin bag"" 0-/-&lt;"
21992|0.17813414|0.019526953|0.6840077|0.037969943|1||0.0|this bitch said i look like the type to do a lot of cocaine &#128128;
21993|0.17812599|0.019525878|0.6840077|0.037967913|1||0.0|this bitch said she'll do something strange for some change
21994|0.17811786|0.019524805|0.6840077|0.037965886|1||0.0|this bitch says she's got 150% in school... what the fuck is that bullshit
21995|0.17810972|0.01952373|0.6840077|0.037963852|1||0.0|this bitch showed me it &amp; if y'all every seen that low budget piece shit that muthafuckin clown scary then a hoe
21996|0.17810158|0.019522658|0.6840077|0.037961826|1||0.0|this bitch slow playin like the fuckkk
21997|0.17809345|0.019521583|0.6840077|0.03795979|1||0.0|this bitch so ratchet
21998|0.17808533|0.01952051|0.6840077|0.037957765|1||0.0|this bitch takes bitch to another level
21999|0.17807719|0.019519437|0.6840077|0.037955735|1||0.0|this bitch think i want her i'm in love wit da gwap. &#128525;&#128536;&#128176;&#128181;
22000|0.17806906|0.019518364|0.6840077|0.03795371|1||0.0|this bitch think she cool with her jordan 6 rings get the fuck on.
22001|0.17806092|0.019517291|0.6840077|0.037951678|1||0.0|this bitch think she fancy with her old ass c-class get the fuck on
22002|0.17805278|0.019516218|0.6840077|0.03794965|1||0.0|this bitch thought the hot sauce was bbq sauce. who tf puts bbq sauce in their tacos to begin with?! &#128514;&#128514;&#128514;
22003|0.17804466|0.019515146|0.6840077|0.03794762|1||0.0|this bitch took her damn eye out like it was a contact! &#128561;&#128547;
22004|0.17803653|0.019514073|0.6840077|0.037945595|1||0.0|this bitch tryna eat peanuts i'm tryna eat steak an shit bitch don't know nothing about grindin
22005|0.1780284|0.019513|0.6840077|0.037943564|1||0.0|"this bitch tweeted ""brb gonna take a shower"" 2minutes later ""back"" ...get yo nasty ass back in that shower!"
22006|0.17802027|0.019511927|0.6840077|0.037941538|1||0.0|this bitch tweets been on point the few minutes i been on.
22007|0.17801215|0.019510854|0.6840077|0.037939508|1||0.0|"this bitch wanna smoke all of my weed,"
22008|0.17800401|0.019509783|0.6840077|0.037937485|1||0.0|this bitch weave game serious
22009|0.17799589|0.01950871|0.6840077|0.037935454|1||0.0|this bitch!
22010|0.17798777|0.01950764|0.6840077|0.03793343|1||0.0|"this bitches need to get it right , your so wid it"
22011|0.17797965|0.019506566|0.6840077|0.0379314|1||0.0|this bitches voice &#128567;&#128567;&#128567;
22012|0.17801717|0.019506566|0.6840077|0.0379314|2||0.0|this bro is just rippin apart a bird about 10 feet from us.. #redtail #hawk
22013|0.17805468|0.019506566|0.6840077|0.0379314|2||0.0|this brownies bro
22014|0.1780922|0.019506566|0.6840077|0.0379314|2||0.0|this car has two registration tags. both yellow. one for 2014 &amp; one for 2005. wth
22015|0.17808406|0.019505495|0.6840077|0.03792938|1||0.0|this chick looks like she straight up took a colored pencil to her eyebrows #thatshitdoesntlookgood
22016|0.17812158|0.019559365|0.6846154|0.038032155|1||0.33333334|this class ghetto as hell
22017|0.17815909|0.019559365|0.6846154|0.038032155|2||0.0|this cowboys an redskins game was a hell of a game
22018|0.17819658|0.019559365|0.6846154|0.038032155|2||0.0|"this does create a slippery slope tho , players gonna have to watch they mouth too , no tolerance for ignorance anymore"
22019|0.17818846|0.01955829|0.6846154|0.03803012|1||0.0|this dude fell cuz he was looking at these bitches in the car.&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;
22020|0.17822595|0.01955829|0.6846154|0.03803012|2||0.0|this dumb berk drives in circles through town on his bright yellow cycle with music blaring incredibly&#8230;
22021|0.17821783|0.019557215|0.6846154|0.03802809|1||0.0|"this faggot in a truck was tailgating me, so i hit my breaks, he cut me off i switched lanes he cuts me off again to be a little biatch then"
22022|0.17820969|0.019556142|0.6846154|0.03802606|1||0.0|"this fat bitch got all huffy cause she took too long to make her turn, so i took it, so she mouthed off to me&#128514;&#128075;&#128075; #girlbye&#128129;"
22023|0.17820156|0.019555068|0.6846154|0.03802403|1||0.0|"this fat bitch is wearing these ugly ass jesus sandals, and her big ass feet are overlapping the damn things."
22024|0.17819344|0.019553993|0.6846154|0.038022|1||0.0|"this fat bitch just said ""next time don't forget my potato chips"" &#128514;&#128514;"
22025|0.1781853|0.01955292|0.6846154|0.038019974|1||0.0|this fat bitch turnt for some ice cream not gon lie i would be too
22026|0.17822279|0.01955292|0.6846154|0.038019974|2||0.0|this flappy bird game addicting .
22027|0.17821465|0.019551845|0.6846154|0.03801794|1||0.0|this foo came to the club wit his bitch on a leash &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;
22028|0.17820653|0.019550772|0.6846154|0.038015913|1||0.0|this fuckin bird
22029|0.1781984|0.019549698|0.6846154|0.03801388|1||0.0|this fucking little bitch landed on me in the car and really thought i wouldn't kill him..
22030|0.17823589|0.019549698|0.6846154|0.03801388|2||0.0|this fuzzy wuzzy kitten wants to know how a raven is like a writing desk. find out why here &#8594;
22031|0.17822775|0.019548625|0.6846154|0.03801185|1||0.0|this game on some shit!! haha playing that hoe high had me and my nigggs trippen haha
22032|0.17821963|0.019547552|0.6846154|0.038009822|1||0.0|this game pissing me off including that bitch
22033|0.1782115|0.019546477|0.6846154|0.038007792|1||0.0|this girl asked me why i call girl bitches? why not? they go out with panties on basically and brag about how good they are sucking dick
22034|0.17820337|0.019545404|0.6846154|0.038005766|0||0.0|this girl is retarded
22035|0.17819525|0.019544331|0.6846154|0.038003735|1||0.0|this girl is the nastiest skank bitch i've ever met. do not trust her. she is a fugly slut
22036|0.17818712|0.019543258|0.6846154|0.03800171|1||0.0|"this girl legit looks like a pig, kiss imik you bitch"
22037|0.178179|0.019542186|0.6846154|0.037999682|1||0.0|this guy is 100% retarded.
22038|0.17821647|0.019542186|0.6846154|0.037999682|2||0.0|"this guy is nits&#8220;@lucci_dpc: i learn new things every day, u the only one still talkin bout jim crow. there go that republican hypocrisy&#8221;"
22039|0.17820834|0.019541113|0.6846154|0.03799765|1||0.0|this hairstylist in the mall gone ask nesha wats under that beenie this bitch said her momma lmfaoooo
22040|0.17820022|0.01954004|0.6846154|0.03799562|1||0.0|this hangover a bitch. &#57608;
22041|0.1781921|0.019538969|0.6846154|0.037993595|1||0.0|this headache is a bitch &#128543;&#128548;
22042|0.17818397|0.019537896|0.6846154|0.03799157|1||0.0|this hoe car smell like nigga let off a sweet potato bomb in her shit!
22043|0.17817585|0.019536823|0.6846154|0.037989542|1||0.0|this hoe got 10 seconds to get the hell up outta my face before i set that weave on fire..
22044|0.17816773|0.019535752|0.6846154|0.037987515|1||0.0|this hoe got a gf but complain about life like is she hitting you right ?
22045|0.17815961|0.01953468|0.6846154|0.03798549|1||0.0|this hoe in here 6months pregnant man take yo ass home
22046|0.17815149|0.019533608|0.6846154|0.037983462|1||0.0|this hoe loud...
22047|0.17814337|0.019532535|0.6846154|0.037981436|1||0.0|this hoe reathie be tripping &#128514;&#128514;&#128514;&#128514;
22048|0.17813525|0.019531464|0.6846154|0.03797941|1||0.0|"this hoe straight up disappeared on me, like where did you go ?"
22049|0.17812714|0.019530393|0.6846154|0.037977383|1||0.0|this hoe taken by the world smh
22050|0.17811902|0.019529322|0.6846154|0.03797536|1||0.0|this hot ass black girl from twitter goes to wohs lol. that's cray. i thought she was some alias ass bitch from miles away
22051|0.17815647|0.019529322|0.6846154|0.03797536|2||0.0|this hot chocolate and famous amos too bomb right now
22052|0.17814834|0.01952825|0.6846154|0.03797333|1||0.0|this how most of yall side hoes gone look on valentines day!! lol
22053|0.17814024|0.019527178|0.6846154|0.037971307|1||0.0|this ignorant bitch on msnbc said police have no training on their weapons. smh
22054|0.17813212|0.019526107|0.6846154|0.037969284|1||0.0|this is exactly why i don't tell this bitch shit !
22055|0.17812401|0.019525036|0.6846154|0.037967257|1||0.0|"this is marco's lotion, and he got mad that i told him that he smells like a bitch "
22056|0.17816144|0.019525036|0.6846154|0.037967257|2||0.0|this is a long yellow for a bunch of track sweeping. not a ton have taken opportunities to pit. #indycar #goprograndprix
22057|0.17819887|0.019525036|0.6846154|0.037967257|2||0.0|"this is a sexy tweet. rt @yankees: with a 6-0 lead, #yankees turn to matt thornton to finish off the red sox in the 9th."
22058|0.1782363|0.019525036|0.6846154|0.037967257|2||0.0|this is better than flappy bird.&#128525;&#128525; #falloutbird
22059|0.1782282|0.019523967|0.6846154|0.037965234|1||0.0|"this is exactly why bitches end up dead rt @cashkillem: told him to stop fucking with me , i hope it rain bitch. "
22060|0.17822008|0.019522896|0.6846154|0.03796321|1||0.0|this is fucked up lmao #whore #bitch which one are you? #cheaters better go to maaco #dead
22061|0.17821196|0.019521825|0.6846154|0.037961185|1||0.0|this is fucking retarded
22062|0.17820385|0.019520754|0.6846154|0.03795916|1||0.0|"this is fucking trash. rt @dearleader10: drake is jewish too rt @quecified: so young money is the 3rd reich now? "
22063|0.17819573|0.019519685|0.6846154|0.03795714|1||0.0|this is great rt @ampowerblog loser &amp; coward @mikeprysner grabbed my iphone and threw it in the street. he's a pussy.
22064|0.17823315|0.01957344|0.6852207|0.0380597|1||0.14285715|this is how im asking my bitch to prom or for her to marry me &#128076; guareenteed yes
22065|0.17827056|0.019627193|0.68582374|0.03816224|1||0.33333334|this is how you know lhs is ghetto.
22066|0.17826246|0.019626116|0.68582374|0.03816021|1||0.0|"this is my ""sup bitches"" face "
22067|0.17825434|0.019625042|0.68582374|0.038158175|1||0.0|this is no excuse to call me bitch? you got caught. stop.
22068|0.17829175|0.019625042|0.68582374|0.038158175|2||0.0|this is really for @brianstann rt @jimdaves: @wesdurham exploding giant yellow ducks. you&#8217;ll appreciate this:
22069|0.17832915|0.019625042|0.68582374|0.038158175|2||0.0|this is so much fun! &#128070;&#128588; #1ubb #1ndiana #hoosiers #hoosierdaddy
22070|0.17836657|0.019625042|0.68582374|0.038158175|2||0.09090909|this is true... rt @mr_quenchyagirl: charlie clips the coldest battle rapper doing it. no debating!!!
22071|0.17835845|0.019623965|0.68582374|0.03815614|1||0.0|this is why @chrisbrown is a dumb ass hoe
22072|0.17839585|0.019623965|0.68582374|0.03815614|2||0.0|this is why my mother isn't allowed to make brownies
22073|0.17838773|0.01962289|0.68582374|0.03815411|1||0.0|this is why no one likes you. because you're a bitch. and a slut.
22074|0.17842512|0.01962289|0.68582374|0.03815411|2||0.05882353|this is why nothing gets done. morons like coburn trying 2 ad a gun amendment 2 a public works bill. push back on the #teabagger #morningjoe
22075|0.178417|0.019621814|0.68582374|0.038152076|1||0.0|this is why people are lucky they only deal with customers over the phone. there'd be a lot of choked out bitches if this was done in person
22076|0.17840889|0.019620739|0.68582374|0.038150046|1||0.0|this just in: don't trust these hoes
22077|0.17840077|0.019619664|0.68582374|0.038148012|1||0.0|this kid @bobbyhorai straight watched a bitch eat her own bloody tampon #fucksamattawithyou
22078|0.17839265|0.019618588|0.68582374|0.038145974|0||0.0|this kid looks like a retard when he tries hiding his phone... so obvious
22079|0.17838453|0.019617513|0.68582374|0.038143944|1||0.0|this knicks game is so retarded right now smh
22080|0.1783764|0.019616438|0.68582374|0.038141914|1||0.0|this lame azz napk nigga always talking bout he be the reason there always yellow tape upk in the turf&#8230;
22081|0.1783683|0.019615363|0.68582374|0.038139883|1||0.0|this lil thot bitch really tried to run game on me
22082|0.17836018|0.019614289|0.68582374|0.03813785|1||0.0|this lit bitch jayonna in the class im an aide in is sooo funny
22083|0.17835206|0.019613214|0.68582374|0.03813582|1||0.0|this little bastard comes unto spinelli's all the time just to do his little wigger rap thinh and try to say it at me like i'm gonna die &#128514;
22084|0.17834395|0.01961214|0.68582374|0.03813379|1||0.0|this ma niggah @trigga_tre123 &#128076;
22085|0.17833583|0.019611066|0.68582374|0.03813176|1||0.0|this man wimp gotta be drunk he know damn well he dont fw no hoes!! &#128514;&#128557;
22086|0.17837322|0.019611066|0.68582374|0.03813176|2||0.0|"this mint brownies recipe is made with almond flour, coconut palm sugar, coconut oil, and coconut mi "
22087|0.17841059|0.019611066|0.68582374|0.03813176|2||0.0|this morning is brought to you by emergen-c. i really need to nip this cold/flu business in the bud. #nogermswanted
22088|0.17844796|0.019611066|0.68582374|0.03813176|2||0.0|this music is trash
22089|0.17843984|0.019609991|0.68582374|0.038129725|1||0.0|this my bitch please face
22090|0.17847721|0.019609991|0.68582374|0.038129725|2||0.0|this my dog telling me he is done playing frisbee for now.. lazy mutt
22091|0.17851457|0.019609991|0.68582374|0.038129725|2||0.0|this new avi trash or nah
22092|0.17850646|0.019608917|0.68582374|0.038127694|1||0.0|this new shit i'm workin on... yea nigguh!
22093|0.17849834|0.019607844|0.68582374|0.038125668|1||0.0|"this nicca just typed to me...""you are very busy two!"" &#128530;&#128547; so, i'm busy twice? lmao"
22094|0.17849022|0.01960677|0.68582374|0.038123634|1||0.0|this nig johnel keep falling asleep.... that's usually me lol
22095|0.1784821|0.019605696|0.68582374|0.038121607|1||0.0|this nigga @80sbaby4life gotta weird gay shoe fetish...&amp; i'm sick of y'all letting this island nigger slide!
22096|0.178474|0.019604621|0.68582374|0.038119577|1||0.0|this nigga magic johnson got a grade a faggot for a son &#128514;&#128514;.. he had to have done some terrible shit growin up lol..
22097|0.17846587|0.019603549|0.68582374|0.038117547|1||0.06666667|"this nigga been all in public with his new young bitch, rubbin it in her face but when she reacts it ww3? she probably ain't even seen drake"
22098|0.17845777|0.019602476|0.68582374|0.03811552|0||0.0|this nigga jerry room smell like bad pussy!&#128530;
22099|0.17844965|0.019601401|0.68582374|0.038113486|1||0.0|this nigga next to me trippin balls and all he wants to do is draw naked bitches and complain about how i'm making the room shake
22100|0.17844154|0.019600328|0.68582374|0.03811146|1||0.0|this nigga on the train treating his bitch over the phone lmao
22101|0.17843342|0.019599255|0.68582374|0.03810943|0||0.0|this nigga over here telling me he dont fuck with this bitch . when he do &#128553;&#128514;&#128514;. or maybe she lying lol
22102|0.17842531|0.019598182|0.68582374|0.038107403|1||0.0|"this nigga said you aint going through shit you just need sum dicc&#9995;&#128514;&#128557; good try hoe, its been a while but its really sum shit going down."
22103|0.1784172|0.01959711|0.68582374|0.038105376|1||0.0|this nigga showed me that sad ass dog my girl pit would look at that hoe and say nigga gone
22104|0.17840908|0.019596037|0.68582374|0.038103346|1||0.0|this nigga solving rubik cubes doing magic tricks &amp; he still ain't getting no pussy &#128514;&#128514;&#128514;
22105|0.17840098|0.019594964|0.68582374|0.03810132|1||0.0|this nigga think he gone play me shoot dice let yo hoe fade me
22106|0.17839287|0.019593893|0.68582374|0.038099293|1||0.0|this nigga to my left ugly then a bitch
22107|0.17838477|0.01959282|0.68582374|0.038097266|1||0.0|this niggah @wherzdabudd is a fool
22108|0.17837666|0.019591747|0.68582374|0.038095236|1||0.0|this niggah aaron had me weak last night!
22109|0.17836855|0.019590676|0.68582374|0.038093213|1||0.0|this niggah better remember to bring his sperrys
22110|0.17836045|0.019589603|0.68582374|0.038091183|0||0.0|this niggah know wassup
22111|0.17835234|0.019588532|0.68582374|0.03808916|1||0.0|"this niggah said ""oh kiss me through the phone looking ass"" haha"
22112|0.17834423|0.019587459|0.68582374|0.03808713|1||0.0|this niggah seems really clingy... mhmm idk about that ! &#128563;&#128582;&#128581;
22113|0.17833613|0.019586388|0.68582374|0.038085107|1||0.0|this niggga said i be branding bitches &#128569;&#128514;&#128514;&#128514;&#128514;&#128527;
22114|0.17832804|0.019585317|0.68582374|0.03808308|0||0.0|this nigglet &#10084;&#65039;
22115|0.17831993|0.019584246|0.68582374|0.038081057|1||0.0|this nigguh got somebody contact as ebola lol
22116|0.17831182|0.019583173|0.68582374|0.038079027|1||0.0|this nigguh really tried to fight me on the bus over a grape kool aid jammer &#128514;&#128514;&#128514;
22117|0.17834915|0.019583173|0.68582374|0.038079027|2||0.0|this no beef thing is for the birds!!!
22118|0.17834106|0.019582102|0.68582374|0.038077004|1||0.0|this office is used to pound some&#160;pussy
22119|0.17833295|0.019581031|0.68582374|0.03807498|1||0.0|this old bitch with floppy tits riding on the elevator with me is nerping so bad
22120|0.17832485|0.01957996|0.68582374|0.038072955|1||0.0|this one for dem hipster bitches that shop at value village
22121|0.17836218|0.01957996|0.68582374|0.038072955|2||0.0|"this one night i was tripping off brownies i put my running shoes on and i was still in pjs, it was 2am ! "
22122|0.17839949|0.01957996|0.68582374|0.038072955|2||0.0|"this picture on weibo made china's censors add ""big yellow duck"" to its list of banned terms &#8594;  "
22123|0.17839138|0.019578889|0.68582374|0.038070932|1||0.0|this pussy dryer than yours... rt @loyallamb85: drier vs. dryer :(
22124|0.17838329|0.01957782|0.68582374|0.03806891|0||0.0|this rain got yall women talking out your ass.. a nigga should spend 80% of his income on a bitch &#128514;&#128514; bruh get these hoes the fuck outta here
22125|0.17837518|0.019576749|0.68582374|0.038066883|1||0.0|"this random rap song the person next to me is listening to makes me wanna make a lotta money and fuck a lotta hoes. i feel it."
22126|0.1784125|0.019576749|0.68582374|0.038066883|2||0.0|this re-colored pictured of abraham lincoln is one of the coolest things i&#8217;ve seen in a while&#8230;
22127|0.17840439|0.019576749|0.68451244|0.03806486|2|WN:101841239-n|0.11111111|this reminds me of another quality video lol. he ain't fittin to front for these peckerwoods!
22128|0.1783963|0.019575678|0.68451244|0.038062837|1||0.0|this shit is a game right now.. that's why i play hoes.
22129|0.1783882|0.019574607|0.68451244|0.03806081|1||0.0|this shit is fixing to blow my mind.. tony cannoli back in this bitch
22130|0.1783801|0.019573538|0.68451244|0.03805879|1||0.0|this shit is retarded &#8220;@_llvlllvlx: &#128128;&#128553;&#128557;
22131|0.178372|0.019572467|0.68451244|0.038056765|1||0.0|this shit right here nigguh.. #mantanuskathunderfuck #sativadominant
22132|0.1783639|0.019571397|0.68451244|0.038054742|1||0.0|this shit sooooooooooooo trash.
22133|0.1783558|0.019570328|0.68451244|0.03805272|1||0.0|this side hoe main chick talk is disgusting. get a life man
22134|0.1783477|0.019569257|0.68451244|0.038050696|1||0.0|"this song is the truth.... ""i wanna fuck your bestfriend for one night onlyy you think that bitch yo bestfriend but she be all on me"""
22135|0.17833962|0.019568188|0.68451244|0.038048673|1||0.0|this song may be for basic bitches but it's such a mood boost
22136|0.17833152|0.019567119|0.68451244|0.038046658|1||0.0|this stank bitch steady calling.. i wonder how she get my number!
22137|0.17832342|0.019567119|0.6832061|0.038044635|2||0.5|this store is so redneck...
22138|0.17831533|0.01956605|0.6832061|0.038042612|1||0.0|this student call me to bitch about her grade. i tell homegirl i'm seeing an assignment here as not submitted.
22139|0.17835262|0.01961963|0.6838095|0.038144823|1||0.125|this subway worker is being a major bitch to a soldier. come on show some respect
22140|0.17834453|0.01961963|0.6825095|0.038142797|2||0.25|"this target is ghetto, but whatever"
22141|0.17833644|0.019618558|0.6825095|0.03814077|1||0.0|this tastes like wolf pussy
22142|0.17832834|0.019617487|0.6825095|0.038138743|1||0.0|this that bitch nigga shit they invented it i just created the term
22143|0.17832024|0.019616414|0.6825095|0.038136717|0||0.0|this time a night dark skin niggas really turn into lightskin niggas i swear i seen a darkie try buying starbucks 3mins ago but they closed
22144|0.17835753|0.019616414|0.6825095|0.038136717|2||0.0|this waiting thing is for the birds...
22145|0.17834944|0.019615343|0.6825095|0.038134694|1||0.0|this was my chit shake that monkey beeotch
22146|0.17834134|0.01961427|0.6825095|0.038132668|0||0.0|this week's rfn segment is in the can. i discuss idaho being a faggot marriage state just like washington.
22147|0.17833325|0.019613199|0.6825095|0.03813064|1||0.0|this weight issue of mine really needs a good bitch slapp.
22148|0.17832516|0.019612128|0.6825095|0.03812862|1||0.0|this white bitch dressed as the devil at my job. oh the irony lol
22149|0.17831708|0.019611057|0.6825095|0.038126595|0||0.0|this white bitch had the fuckin nerve to call me a nigga&#128078; when shes the one payin for her lips to get bigga&#128514;&#128564;
22150|0.178309|0.019609986|0.6825095|0.03812457|0||0.0|this white bitch tried to set me up for a racial war ... lol bitch it's impossible i'm smarter then you
22151|0.17834626|0.019609986|0.6825095|0.03812457|2||0.0|"this whole game, i've been trying to figure out why the dutch are wearing yellow. smh."
22152|0.17833817|0.019608915|0.6825095|0.038122546|1||0.0|this why i be on the bitches so much they listen to me &#128680;&#128680;&#128680;
22153|0.17833008|0.019607844|0.6825095|0.03812052|1||0.0|this wigga didn't follow me back.. smh
22154|0.178322|0.019606773|0.6825095|0.038118497|1||0.0|this work shit for the birds....ion think it take 8 hours to do nothing....
22155|0.17831391|0.019605702|0.6825095|0.038116474|1||0.0|this world needs a build a bitch workshop
22156|0.17835116|0.019605702|0.6825095|0.038116474|2||0.0|this. good. #pricklypear #shiner
22157|0.17838843|0.019605702|0.6825095|0.038116474|2||0.0|this. good. #pricklypear #shiner
22158|0.17838034|0.01960463|0.6825095|0.03811445|1||0.0|"those ""tell me about yourself "" lookin ass niggas ... ima crazy bitch that's all you need to know."
22159|0.17837225|0.01960356|0.6825095|0.038112428|1||0.0|those faggots that keep posting gay ass videos of them cuddling with their gf's on facebook.
22160|0.17836416|0.01960249|0.6825095|0.038110405|0||0.0|those guys are the definition of white trash
22161|0.17835608|0.01960142|0.6825095|0.038108382|1||0.0|those my v necks now ho
22162|0.17839332|0.01960142|0.6825095|0.038108382|2||0.0|thou shall not mock ryan(the future)kelly
22163|0.17838524|0.019600349|0.6825095|0.038106356|1||0.0|thought i told you not to trust these hoes
22164|0.17837715|0.01959928|0.6825095|0.038104337|1||0.0|thoughts of her were good from sight and the worst when she opened her mouth.moral of the story is they look sweet but these hoes sour bruh.
22165|0.17841439|0.01959928|0.6825095|0.038104337|2||0.0|three little birds
22166|0.17840631|0.01959821|0.6825095|0.038102314|1||0.0|throw a rager on your sweet 16 and everybody bring you presents and cards to my crib bitch. you grandma even bought you bday cake ova here
22167|0.17839822|0.01959714|0.6825095|0.03810029|1||0.0|throw some orange on dat bitch
22168|0.17839013|0.01959607|0.6825095|0.038098272|1||0.0|throw that flag bitch you ain't the real bush!!
22169|0.17838205|0.019595|0.6825095|0.03809625|1||0.0|throwing fire crackers at cars? that shit is funny as fuck ! &#128514;&#128514;&#128514;
22170|0.17837396|0.01959393|0.6825095|0.038094226|1||0.0|thump you right in the throat bitch
22171|0.1784112|0.01959393|0.6825095|0.038094226|2||0.0|thursdays really been trash this season @nfl
22172|0.17844844|0.01959393|0.6825095|0.038094226|2||0.0|"thw white iron band plays this weekend in fargo,nd at the aquarium(21+) ,friday(10-29-10) with charlie parr. the next night,saturday..."
22173|0.17844035|0.01959286|0.6825095|0.038092203|1||0.0|tia chepa... uhh noo bitch she is your tia irma &#128530; aghh he's so annoying
22174|0.17843226|0.019591792|0.6825095|0.03809018|1||0.0|tick tack toe linin' up yo hoe
22175|0.17842418|0.019590722|0.6825095|0.03808816|1||0.0|tickets hoe
22176|0.17841609|0.019589653|0.6825095|0.038086142|1||0.0|tigers are fuckin garbage jesus christ...suck a dick ausmus you're just as trash as that sorry ass bullpen
22177|0.17840801|0.019588586|0.6825095|0.038084123|1||0.0|till michonne gutted dat hoe
22178|0.17844523|0.019588586|0.6825095|0.038084123|2||0.0|"tilt my chin back, slit my throat, take a bath in my blood, get to know me"
22179|0.17848244|0.019588586|0.6825095|0.038084123|2||0.0|time 2 kill 2 birds with 1 stone. work out while i renew my food handlers card online. push play for this dumb class
22180|0.17847437|0.019587517|0.6825095|0.038082104|1||0.0|time for bed &#127769;&#9729;&#65039;&#127776;&#9996;&#65039;peace bitches!
22181|0.17846628|0.019586448|0.6825095|0.038080085|1||0.0|time for some panera bitch!!!&#127861;&#10071;
22182|0.1784582|0.019585378|0.6825095|0.038078066|1||0.0|time hop makes me realize how much off a faggot i was lol
22183|0.17845011|0.019584311|0.6825095|0.03807605|1||0.0|time to go make the gym my bitch
22184|0.17848732|0.019584311|0.6825095|0.03807605|2||0.0|time to start listing to il spook
22185|0.17847924|0.019583242|0.6825095|0.038074028|1||0.0|time to stunt on these hoes &#128120;&#128536;
22186|0.17851643|0.019583242|0.6825095|0.038074028|2||0.0|tiny out here looking like an albino red nose pitbull from a dope boy's trap house.
22187|0.17850836|0.019582175|0.6825095|0.038072012|1||0.0|tired of hoes man
22188|0.17850026|0.019581106|0.6825095|0.03806999|1||0.0|tired of these butthurt @samsung commercials. ya phones trash b.. we don't want em
22189|0.17849219|0.019580038|0.6825095|0.03806797|1||0.0|tired of these hoes breathing my air.
22190|0.17848411|0.019578971|0.6825095|0.03806595|1||0.0|tired of these niggas turning females into stuck up bitches
22191|0.17847602|0.019577902|0.6825095|0.038063932|1||0.0|tires fly when i mash the gas... my motor hot and these hoes fast
22192|0.17846794|0.019576835|0.6825095|0.038061913|1||0.0|titties nd pussy
22193|0.17845987|0.019575767|0.6825095|0.038059898|1||0.0|tl blew up hoes on waka dick. #turndown he ain't follin y'all hoes#bow
22194|0.17845179|0.0195747|0.6825095|0.038057882|1||0.0|to a hood bitch gucci voice is euphoric
22195|0.17848898|0.0195747|0.6825095|0.038057882|2||0.0|"to be clear, i don't think there's any chance krug leaves for russia. but it's fun to mock the speculation."
22196|0.1784809|0.019573633|0.6825095|0.038055863|1||0.0|to many dumb hoes in milwaukee
22197|0.17847282|0.019572565|0.6825095|0.038053848|1||0.0|to many niggas and not enough hoes and most of you niggas acting like hoes
22198|0.17851|0.019572565|0.6825095|0.038053848|2||0.0|to the senior class: there will be oreo funfetti bars in the den this morning &#128538;
22199|0.17850192|0.019571498|0.6825095|0.038051832|1||0.083333336|"today i heard my boss say ""motherfucker, bitch"" like it was so funny bc she has an asian accent"
22200|0.17849384|0.019570433|0.6825095|0.038049817|1||0.0|today has been a bitch!!! i hit myself in the face with a branch!! i lost like 5 pounds of water weight!! and i'm sunburnt !! thank you
