N	Acuraccy	Precision	Recall	F-Measure	HastTag		Value	Comment
1417	0.41737288	0.01911589	0.8	0.037339557	violence		0	this is atrocious stop violence against women and children vaw endviolenceagainstchildrenhttpstco8uzq5sqrfq
1418	0.41707835	0.01909308	0.8	0.037296038	violence		0	booker trump is literally fanning the flames of racial violence  jul 15  747 pm et httpstcoadlnrmbwhf
1419	0.4167842	0.019070322	0.8	0.03725262	genderbasedviolence		0	rt womenafrica35 we cant talk enough about the physical mental and reproductive health consequences of genderbasedviolence join us as
1420	0.4164905	0.01904762	0.8	0.037209302	genderbasedviolence		0.09090909	rt ladybinzy violenceagainstwomen genderbasedviolence and all forms of mental physical emotional and verbal abuse has to stop i
1421	0.4169014	0.01904762	0.8	0.037209302	trust		0	wishing these two a very happy their day godswork trust truth family proud love birthday httpstcopmv7t4hdgb
1422	0.41731176	0.01904762	0.8	0.037209302	trust		0	rt ranal55 sometimes god is the only one who can fix your predicamentthats when you should stop struggling and trust himquote  g
1423	0.4170183	0.01902497	0.8	0.037166085	violence	WN:104858227-n	0.03846154	i struggle fighting off my demons amp i resist the urge to commit violence whenever i come across a militiaman in an unlicensed vehicle driving against the traffic crossing a red traffic lightinside this tornado of chaos amp corruption i feel we need thepunisher in tripoli
1424	0.41742796	0.01902497	0.8	0.037166085	trust		0	this is tangiblealpha via tangiblealpha advisors trust purpose valuedesign financialservices martech dmm ux smm cx fintech wealthtech omnichannel httpstcomzn28p3yrb
1425	0.41783708	0.01902497	0.8	0.037166085	happiness		0	drpricemitchell psychtoday negative emotions are a suppressor to happiness and many times health and well being
1426	0.41754386	0.019002376	0.8	0.037122972	violence		0	taravenn the1770impact all terriblei gather extra issues for indigenous but simply may be norm there is an arrogance in some staff in systemthey employ less trained olderyounger who have poor understanding of serious mentalhealth issues violence childservices gov funded leaving?   in danger
1427	0.41725105	0.018979834	0.8	0.037079953	genderbasedviolence		0	kierankilvingt1 heavysan not sorry youre offended by what you see as disrespectful amp you wont silence meshe was a victim of genderbased violence  a global pandemicif we honour all victims of genderbasedviolence by saying hernamewas maybe we can help end this crisis hernamewas biancadevins
1428	0.41695866	0.018957347	0.8	0.03703704	genderbasedviolence		0	operational protocols with the italian agencies are now available for reading on our website first time for italian agencies to be doing this  and all in the name of our consciousproject more httpstcogoxkdjorwb wwpen perpetratorwork endvawg genderbasedviolence
1429	0.41666666	0.018934911	0.8	0.03699422	violence		0	rt citidotio violent crime is like infectious disease  and we know how to stop it spreadingviolence shooting stabbinghttpstco
1430	0.4170749	0.018934911	0.8	0.03699422	trust		0	thought for the day allow yourself a day without worry a day with simple trust in the universe and an inner knowing of the truth that its all going to be okay ~ lawofattraction qotd trust universe
1431	0.41748253	0.018934911	0.8	0.03699422	trust		0	despite techlash trust in technology is still strong 78 for global population and 78 in the italian market tech trustbarometer 2019 edelmanpr httpstcowmcnwdfkv1
1432	0.4178896	0.018934911	0.8	0.03699422	happiness		0	happy tuesdaynow is the perfect time to start your bath so grab your bath time goodies turn on your favorite tunes and call it a day what do you say therapeutic selflove happiness httpstcow6jyj7u1w3
1433	0.41759777	0.01891253	0.8	0.0369515	domesticviolence		0	rt ramarajeswari familiar story abusive relationships  why its so hard for women to just leaveif he was a monster all the time
1434	0.41800418	0.01891253	0.8	0.0369515	assertive		0	rt bossyblack2 wear the apparel that describes usbossy amp black boss blackfashion clothingbrand assertive unapologetic httpst
1435	0.41841003	0.01891253	0.8	0.0369515	trust		0.08695652	to break googles monopoly on search make its index public httpstco3ekhgqkmqdmonopoly antitrust dominance scottcleland jamesadamore thejusticedept  realdonaldtrump trust freemarket corruption crime competition doj trump tying httpstcoj5puvox5dg
1436	0.41881534	0.01891253	0.8	0.0369515	trust		0.03846154	chroniclesie main softwares installed finalizing customization adobe suite sony creative suite microsoft suite and marketing apps makes for newgeneration of content httpstco0zebhyq6e5 god faith trust worship blessed entrepreneurs goals courage inspiration
1437	0.41852367	0.0188902	0.8	0.03690888	violence		0	rt marlenafitz just so were clear ricardorossello didnt just call mmviverito puta he called for violence against her this governo
1438	0.41823244	0.018867925	0.8	0.03686636	domesticviolence		0	rt wepuk domesticviolence is an epidemic in the uk and yet brutal council funding cuts have led to the dismantling of refuges amp support
1439	0.418637	0.018867925	0.8	0.03686636	trust		0	when things dont go as you hoped for  just trust ???
1440	0.419041	0.018867925	0.8	0.03686636	happiness		0	journal prompt for the day  what makes me happy journalprompt  journaling  happiness  mindfulness httpstcoz7isyhvhbl
1441	0.41944444	0.018867925	0.8	0.03686636	happiness		0	rt auxanodesigns dont count what you have lost just see what you have now because past never come backbut sometime future can give you
1442	0.41984734	0.018867925	0.8	0.03686636	trust		0	rt plainjamesdw the first single from the bread amp water album faith gt fear is now also available on spotifypreorder the album o
1443	0.42024964	0.018867925	0.8	0.03686636	happiness		0	life = 12 happy + 12 half sad ??happiness lollydaskal elisequevedo amandaray02 nevillegaunt mhiesboeck mhcommunicate kuriharan evankirstel diofavatas helenewpli yuhelenyu heinzvhoenen guzmand guzmannutrition glengilmore rtehrani terencemills debraruh httpstco4iwtykql2x
1444	0.4199584	0.018845702	0.8	0.03682394	domesticviolence		0	rt wearewarriors6 ripbianca ?what bianca devins murder is showing us cmon trolls we will not be silenced ?? breakthecycle d
1445	0.42036012	0.018845702	0.8	0.03682394	trust		0	rt einsteinsattic nationaldatastrategy needs leadership from the top should deliver transformative not incremental change g
1446	0.42006922	0.018823529	0.8	0.03678161	violence		0	thank you mayoroflondon for recognising the vital work we do with youngpeople to help reduce crime and violence httpstco7lgoaglwza
1447	0.4197787	0.01880141	0.8	0.03673938	violence		0.071428575	rt refugecharity powerful words by london mayor sadiqkhan about rising violence rates the lesson we must all learn is that you cant
1448	0.4201797	0.01880141	0.8	0.03673938	happiness		0	happiness is two bestfriends both fresh from a bath out enjoying a mentalhealth break from the lab in the ??????academictwitter phdchat mentalhealthmatters httpstco21l5tydrh9
1449	0.4198895	0.018779343	0.8	0.03669725	violence		0	furthermore i am personally involving the europeanparliament and have sent many emails to unhcrbelgie in brussels but there has been absolute silence for some time an unprofessional behavior when the gay community dies of hunger and suffers violence unhcrbelgique
1450	0.42028984	0.018779343	0.8	0.03669725	happiness		0	rt jenniferwisehm how to increase happiness and relaxation  3 surprising sources and helps selfcare happiness relaxation lowerstress
1451	0.42	0.018757327	0.8	0.03665521	violence		0	rt datukmay stop abusive amp hateful ac tibetpeople from spamming based on religion amp inciting violence against innocent people like ts
1452	0.41971055	0.018735362	0.8	0.03661327	domesticviolence		0.0625	check out the new extended trailer httpstco92onqawgyi     for zammitmarc debut featurefilm homelessashes raising awareness on homelessness and domesticviolence drama classic bravo
1453	0.4194215	0.01871345	0.8	0.036571424	violence		0	saracarterdc ilhanmn rashidatlaib thedemocrats well ilhanmn what say you is this just someone did something were all waiting for your somalie condemnation of this violence against americans  i guess i wont hold my breath
1454	0.4194215	0.01871345	0.8	0.036571424	domesticviolence		0.1	rt clairekerrbear nomore domesticviolence sexualassault          coercive control is abuse            not all abuse is physical
1455	0.41913283	0.018691588	0.8	0.03652968	genderbasedviolence		0.045454547	applications are now open for gbvsolutions awards in 2020 so far worldbank and thesvri have funded innovative genderbasedviolence research in 28 low and middleincome countries how and where will you make a difference httpstco1gkiwlor2j httpstcol9tvct2ktf
1456	0.41953233	0.018691588	0.8	0.03652968	happiness		0	rt auxanodesigns never say dreaming is useless because life is useless if you cant dream goodnight motivationquote happiness https
1457	0.41993126	0.018691588	0.8	0.03652968	trust		0	8 ways to trust god when money is tight httpstcobj2inzj10v podcast parenthood marriage family christianity onemorechildbook homeschool mediaangels singlemom mediaangels dadlife momlife trust faith frugal httpstcom7cmvh0uuq
1458	0.41964287	0.018669778	0.8	0.036488026	violence		0	rt pacesocial will you be in new york for hlpf19 on monday come amp join pacenews srsgvac ipupresident unicef fifacom amp glori
1459	0.41935483	0.018648019	0.8	0.03644647	domesticviolence		0	this is an amazingly common fact pattern angry man shoots wife gunrelated domestic killings increased by 26 percent from 2010 to 2017 in 2017 926 of the 1527 women murdered by partners were killed with guns domesticviolence vpcinfo httpstcokdb5gtqudf
1460	0.4190672	0.01862631	0.8	0.036405005	violence		0	universities in kerala are falling behind in national ranking because of the politics and the resultant student violence that happens in the campus students who come to study cannot meet their educational needs because of a few antisocial kids supported by the government
1461	0.4194654	0.01862631	0.8	0.036405005	happiness		0.03448276	a great read on the multiple benefits of being 60 and greater happiness awaits from age 65  the u curve research the wisdom acquired with the passage of time is a useless gift unless you share it step 7 is give in howtoagejoyfully ? agepride ageing well httpstcovcjwxilbua
1462	0.41986302	0.01862631	0.8	0.036405005	trust		0	rt ranal55 sometimes god is the only one who can fix your predicamentthats when you should stop struggling and trust himquote  g
1463	0.4202601	0.01862631	0.8	0.036405005	trust		0	rt ranal55 sometimes god is the only one who can fix your predicamentthats when you should stop struggling and trust himquote  g
1464	0.41997263	0.018604651	0.8	0.03636364	violence		0	established in 2016 by the un human rights council the ie sogi working collaboratively with un and regional leaders has helped nations develop policies and actions to protect people from discrimination and violence based on sexualorientation and genderidentity httpstcow3x9qodn2s
1465	0.41968557	0.018583043	0.8	0.03632236	domesticviolence		0.05	hoping to help abuse victims greenecountymo plans to buy old sps building for $10 httpstcoblfngdf7z5 nice to see cooperation to help fight elderabuse amp domesticviolence cityofsgf
1466	0.42008197	0.018583043	0.8	0.03632236	happiness		0	check these new cco tees out 15 off until tomorrow at 1159 pm csthttpstcojlsmbxsogx summernights love infinity happiness weekend passion golf graphictee boutiqueshopping boutique beasboutique ccorginals tuesday onlineboutique onlineshopping httpstcoileywygely
1467	0.4204778	0.018583043	0.8	0.03632236	trust		0	rt lpbulldog we have 11 days of strength and conditioning and 6 days of skills before august 5th give yourself the opportunity to have
1468	0.42087314	0.018583043	0.8	0.03632236	trust		0	happy to announce mr aravind voruganti  vice president of zoreum labs pte ltd  has been invited as a panelist at indias business conclave lucknow on 20th july 2019panelist indiabusinessconclave zoreum authenticity tamperproof aslistamp trust enterpreneur startup httpstcoyhxyjfxn7w
1469	0.42058623	0.018561484	0.8	0.03628118	domesticviolence		0	my brothers abuser being led away in handcuffsmenarevictimsofdomesticviolencetoodomesticviolence httpstco74fd5wsnpy
1470	0.42029974	0.018539976	0.8	0.03624009	genderbasedviolence		0	rt peacepanel peacebuilding starts at home our community panel will deliberate on family as foundation of peaceful communities next
1471	0.4200136	0.018518519	0.8	0.036199097	domesticviolence		0	rt peacepanel peacebuilding starts at home our community panel will deliberate on family as foundation of peaceful communities next
1472	0.4197279	0.01849711	0.8	0.03615819	domesticviolence		0.083333336	rt sayftycom in the us domesticviolence is often framed as a general public health issue or as the actions of individuals in isolated
1473	0.42012236	0.01849711	0.8	0.03615819	assertive		0	contrary to passive aggressive behaviours assertive behaviour is powerfulhow to become more assertive and engaging highlights ?wednesdaywisdom assertive behaviour httpstconovkzuyhz6
1474	0.41983697	0.01847575	0.8	0.03611738	domesticviolence		0	rt ramarajeswari familiar story abusive relationships  why its so hard for women to just leaveif he was a monster all the time
1475	0.41955194	0.01845444	0.8	0.03607666	violence		0	rt authorlauanders i am so happy ?finally a reader to my novel and she is thrilled so far translated my own project novel dan
1476	0.4192673	0.01843318	0.8	0.036036037	domesticviolence		0	omg just caught up on bbceastenders  was so shocked with gray but they did it good made him really nice then finally showing that you dont know what really goes on behind closed doors domesticviolence
1477	0.41898304	0.018411968	0.8	0.0359955	violence		0.09090909	sudan thousands rally to mark 40 days since deadly crackdown via dwnews httpstcoeknzlqxz6m sudan crisis violence coups junta military politics demonstrations protests opposition regionalsecurity
1478	0.41869918	0.018390805	0.8	0.035955053	violence		0	the exciting new thriller from roger peppercorn set 2 men on a trail of violence amp retribution  httpstco6eqiaks8ju   therogerpepper   httpstcodrsesp3erm
1479	0.4184157	0.01836969	0.8	0.0359147	violence		0	afghanspecialforces killed 20 haqqani taliban fighters in jaghatu district of wardak province afghanswantpeace taliban must stop violence amp chose peace victory is a peaceful afghanistan peacebringsprosperity givepeaceachance afghanpeace httpstcoamiwenizcw
1480	0.4188092	0.01836969	0.8	0.0359147	trust		0	?from healingpyramid    almost there ??check our work at httpstcoep1unzj58g joy lunareclipse lunareclipse2019 eclipse instalove gaia 1111 goodvibes newbegginings newera trust universe newearth httpstcomoggfsaqxn
1481	0.41920215	0.01836969	0.8	0.0359147	trust		0	repost healingpyramidalmost there ??check our work at httpstcogsn71bsrgf joy lunareclipse lunareclipse2019 eclipse instalove gaia 1111 goodvibes newbegginings newera trust universe newearth httpstcoocrgx7ju2e
1482	0.4189189	0.018348623	0.8	0.035874438	violence		0.0625	rt nacro it is a national public health duty to tackle serious violence including knife crime under the new law public bodies inc
1483	0.41931129	0.018348623	0.8	0.035874438	happiness		0	rt rli22 i loved this panel uplifting really is the word in the longer term i intend to be an eager early customer for lucys book on 
1484	0.4197031	0.018348623	0.8	0.035874438	trust		0	for many employees their work environment has a direct impact on their health make sure your environment is positive open and trustingleadership companyculture trust careerdevelopment workenvironmenthttpstcouclm3cjplo
1485	0.4194201	0.018327607	0.8	0.03583427	violence		0	how donaldtrump has forwarded violence andhate in america since his disgusting campaign speechin 2015httpstcolh8x65p5xdwisconsin milwaukee madisongreenbay appleton westalliswaukesha oshkosh duluthminnesota usa us americaunitedstates florida miami
1486	0.41913748	0.018306635	0.8	0.035794184	violence		0	rt thetruth1776 when president 0 was in officei never burnt the american flagi never disrespected leos i never assaulted anyone for
1487	0.41952863	0.018306635	0.8	0.035794184	trust		0	look to him trust him he is greater than all things all your pain struggles and doubts are nothing to god just let him handle it let god ???? httpstcot7wny3t0yi
1488	0.41991925	0.018306635	0.8	0.035794184	trust		0.071428575	harrisjafri 12 universal principles to build trust in any organization of any size httpstcogazsobnlfc not sure siemens is the ultimate authority on trust
1489	0.42030933	0.018306635	0.8	0.035794184	trust		0.04761905	labourhistory robertlindsay joshabulafia of course some of the posts we see on social media are too difficult to handle tragedies always are believe we can change justice  imagine  compassion empathy humane trust freedom
1490	0.42002687	0.018285714	0.8	0.03575419	domesticviolence		0	rt vabvox murder via domesticviolence is the leading cause of death for pregnant women so laurafleiss was wise to get a restraining or
1491	0.4197448	0.01826484	0.8	0.035714284	violence		0	rt ipbmj physical environment and violence perpetration among male youth in pittsburgh a spatial analysishttpstcod6ffpxk8qoinjuryprevention violence pittsburgh
1492	0.42013422	0.01826484	0.8	0.035714284	trust		0	posted withrepost  healingpyramid almost there ??check our work at httpstcokphbvqrhyn joy lunareclipse lunareclipse2019 eclipse instalove gaia 1111 goodvibes newbegginings newera trust universe httpstcodjfu68xbzs
1493	0.41985244	0.018244013	0.8	0.035674468	domesticviolence		0.0625	ptsd is ptsdposttraumaticstressdisorder ptsd posttraumaticstressdisorderawareness ptsdawareness commonsymptoms cptsd complexposttraumaticstressdisorder trauma abuse abused domesticabuse domesticviolence mentalhealth mentalhealthdisorder mhiir14 httpstcoszms6mhrk4
1494	0.41957104	0.018223235	0.8	0.035634745	domesticviolence		0	87000 women worldwide were killed intentionally in 2017 and more than 50000 were killed by intimate partners a new study from the un office on drugs and crime foundvaw endvaw domesticviolencehttpstcolhoel3uenr httpstcoypyssg2kvr
1495	0.4199598	0.018223235	0.8	0.035634745	trust		0	rt karijoys never stop believing joytrain successtrain believe joy faith trust  rt marigelpellin httpstcougml9fq9sq
1496	0.41967872	0.018202502	0.8	0.035595108	domesticviolence		0	and the bears name was drum roll sharon sharon the bear has now found her forever home ?thanks to everyone that took part in naming the bear ? domesticabuse domesticviolence charity fundraising httpstcoej7sggoreo
1497	0.4200669	0.018202502	0.8	0.035595108	happiness		0	rt garyblehm grin big outdoors grinbig outdoors smilemore happiness optimism theoptimist garyblehm penman apparel outdoorgear
1498	0.42045453	0.018202502	0.8	0.035595108	trust		0	singapore has launched a new trust framework for companies to share data httpstcomxvpb7ukpy
1499	0.42017367	0.018181818	0.8	0.035555556	genderbasedviolence		0	rt bctainitiative inclusive businesses like dblgroup amp gapincs pace programme are helping to tackle genderbasedviolence  learn how
1500	0.42056075	0.018181818	0.8	0.035555556	happiness		0	happiness is not something you postpone for the future it is something you design for the present  jim rohn happiness future you design httpstcouekuhzovrm
1501	0.4202802	0.018161181	0.8	0.035516094	violence		0	rt standleague epstandleague nyuniversity online antireligious hatespeech = offline violence
1502	0.42066666	0.018161181	0.8	0.035516094	happiness		0	a light ray by antonismanolissoundcloud ??????? music newmusic year song playing lovemusic socialmedia day life happy happiness love dream month wednesdayhttpstconlgorc2qn5
1503	0.42105263	0.018161181	0.8	0.035516094	trust		0	i have noticed that the trend is everyone doesnt trust politicians yet all twitter has become is a hateful political feed politicians are assholes and the only thing you should expect is shit pure bullshit truth mondaymotivation
1504	0.4207723	0.01814059	0.8	0.035476718	domesticviolence		0	hello twitter im new here i figured maybe it would help to share thoughts and experiences and find some support getting out an abusive relationship myfirsttweet domesticviolence abusesurvivor
1505	0.4211577	0.01814059	0.8	0.035476718	trust		0	rt barnowlcentre meet rose whos 1 of our amazing great horned eagle owls in rehab there is so much rehabilitation work going on with
1506	0.42087767	0.018120045	0.8	0.035437427	violence	WN:302608655-a	0.07692308	rt susanlarsontn bigot tells cops he burned bars pride flags because he hates gayswomen transgender lgbtqia hate bigot
1507	0.42126247	0.018120045	0.8	0.035437427	trust		0	rt thetwinpowers always assume the subjects of conversations are only to be shared with those who were there caring respect eth
1508	0.42098275	0.018099548	0.8	0.035398234	violence		0	that is why it is so important to focus on girls and womensrights many girls have no access to education and face forced marriage women live in great danger physical sexual and psychological violence is part of their everyday lives in afghanistan httpstco1x5vz6ixok
1509	0.42070338	0.018079096	0.8	0.035359118	domesticviolence		0	abalone a provocative psychological drama for readers who loved the lucky one amp safe haven booklove inspiration lifechanging indiemay domesticviolence metoo storytime mentalhealth bookboost  httpstcooopx97mzdsby jgmacleodauthor httpstcop8mxtmyijr
1510	0.42108753	0.018079096	0.8	0.035359118	trust		0	the new me trust blessing trustlife bepositive freeyourmind positivelife selfhelp httpstcoxfn04es6av
1511	0.42147118	0.018079096	0.8	0.035359118	happiness		0	career bliss nix the i?ll be happy when career happiness careertips httpstcoj03ccajbfz
1512	0.42119205	0.018058691	0.8	0.03532009	violence		0	strange  not one tweet since mittromney became senator about rise of antifa speechcodes violence against conservatives or radical tilt of democrats plenty about twinkie parties superbowl and the big day he moved his office lack of political situational awareness gop
1513	0.42157513	0.018058691	0.8	0.03532009	trust		0	change management business transformation talent and culture politics and trust innovation trends storytelling monetisation brandmanagement print digital events and more check out the fippcongress agenda and book by 24 july to savehttpstcojvzofh4tlz
1514	0.42195767	0.018058691	0.8	0.03532009	happiness		0	experiencing awe changes us it makes us feel like we are part of something larger than ourselves and it makes us better people nbcnewsbetter wellbeing happiness science httpstcomwphcquqev
1515	0.42167878	0.01803833	0.8	0.035281144	violence		0	rt darnelldepalma1 cnn and back in america 157 members of the racist gop just opposed renewing the violence against women act violenc
1516	0.42140028	0.018018018	0.8	0.035242293	domesticviolence		0	rt itstimeyeg edmonton has among the highest instances of domesticviolence reports across the country thank you to everyone  from the
1517	0.42178217	0.018018018	0.8	0.035242293	trust		0	rt karijoys never stop believing joytrain successtrain believe joy faith trust  rt marigelpellin httpstcougml9fq9sq
1518	0.42150396	0.017997751	0.8	0.035203524	violence		0	manchester police increase patrols after recent spike in violence  jul 13  520 am et httpstcojmysktm09v
1519	0.4212261	0.017977528	0.8	0.035164833	violence		0.06896552	de gruyter openaccess book on adolescent psychiatry eds l sher j merrickcovering neurobiological aspects depression violence amp abuse ptsd substance abuse veterans´ issues publichealth cultural amp legal issuesfree to read amp download at httpstcovdgwjrfcgd httpstcojtadfgroxo
1520	0.42094862	0.017957352	0.8	0.035126235	domesticviolence		0	rt fiestaintl wizkids 3rd babymama jada accuses him of domestic violence wizkid socialmedia relationship mother thirdchild jadap
1521	0.4206715	0.01793722	0.8	0.03508772	violence		0	thebradfordfile ?democratsthis is who?they?are??violence??hate??racism??destruction?devastation??sanctuaryfor ??illegals??cities?states??support?defend??illegals why are?democrats?not~?for ???america???americans
1522	0.42039475	0.017917134	0.8	0.03504929	violence		0	live davidsteven can we take sdg161 and reduce all forms of violence everywhere and turn it into a global movement to bring people together for the prevention of violence
1523	0.42011833	0.017897092	0.8	0.03501094	violence		0	she fails to look in the mirror she and her squad make triggering violence inducing comments are just as wrong saying get back to policy makes me laugh the only way to fiximmigration is for congress to get  back to policy aoc i beg you to thinkbeforeyouspeak httpstcoveh9chjlyc
1524	0.4198423	0.017877094	0.8	0.034972675	domesticviolence		0	womensaid 97 of all violence is perpetrated by men against both sexeswomen make up 85 of victims of domesticviolence maleviolence needs to be addressed and recorded by sex not gendersexmatterssexnotgenderwomensrightsarehumanrights heforshe httpstcoxfrjf7caq4
1525	0.41956663	0.017857144	0.8	0.0349345	violence		0	lunchtime seminar from nhmrc ecf fellow in our school trishacullen one women is killed violently every lt5 days in australia complex issue most from men known to them with history of violence or mental health traumainformedcare httpstcotq2kv4bxjm
1526	0.4199475	0.017857144	0.8	0.0349345	trust		0	god loves you will never leave you he knows what youre going through every thing will be alright trust him  obey httpstcoqrha3vsuap
1527	0.41967213	0.017837236	0.8	0.034896404	violence		0	rt ichiman 7c leorio for jabbloo and 6i for quentinequan ive never drawn something like this kfjhrhkj it was a challenge ??bloo
1528	0.41939712	0.017817372	0.8	0.03485839	violence		0	the exciting new thriller from roger peppercorn set 2 men on a trail of violence amp retribution  httpstcokzdlcjqyjb   therogerpepper   httpstco0flz1atllo
1529	0.41912246	0.017797552	0.8	0.034820456	violence		0	rt authorlauanders i am so happy ?finally a reader to my novel and she is thrilled so far translated my own project novel dan
1530	0.41884816	0.017777778	0.8	0.034782607	domesticviolence		0	rt ramarajeswari familiar story abusive relationships  why its so hard for women to just leaveif he was a monster all the time
1531	0.41857424	0.017758047	0.8	0.034744844	domesticviolence		0	rt jgmacleodauthor abalone is a story about 1st love relationship violence amp the possibility of healinghttpstcoyrcdob4qgbdo
1532	0.41830066	0.017738359	0.8	0.03470716	violence		0.037037037	realdonaldtrump domestic terrorism amp nihilistic violence are the natural outcomes of the economic social amp political stagnation the total seizure of power by a corporate cabal amp oligarchic elite amp the contamination of civil discourse by cult leaders racistpresident racisttrump racistgop
1533	0.41802743	0.017718716	0.8	0.034669556	domesticviolence		0	rt jgmacleodauthor abalone is a story about 1st love relationship violence amp the possibility of healinghttpstcoyrcdob4qgbdo
1534	0.41840732	0.017718716	0.8	0.034669556	happiness		0	happiness is finding out that margotleitman new book is a bit more than a month away  would be great to be in la when she presents it httpstcoew2tsezboi
1535	0.4187867	0.017718716	0.8	0.034669556	assertive		0.055555556	watch now it is important to be able to give assertive feedback so it gets listened to and also shows empathy watch our video to learn about the 3fs and how to give much more effective feedback httpstcoxhr8sizryn
1536	0.41916558	0.017718716	0.8	0.034669556	assertive		0	how to be assertive at work by adrianagirdler httpstcord7gg1xifu
1537	0.4188925	0.017699115	0.8	0.034632035	violence		0	milkshakes to molotov radicalized leftist pawns go full blown terrorist  antifa activates violent operations nationwide as democrats lose control of narrative httpstcoewzwx31twqantifa is a farleft domestic terrorist groupdomesticterrorism usa eu violence
1538	0.41927084	0.017699115	0.8	0.034632035	trust		0	your present circumstances dont determine where you can go they merely determine where you start        mondaymotivation inspiration determination trust confidence goodmentalhealth quotes healthy mentalwellness fortlauderdalebehavioralwellness fbw fl httpstcoffatymltm2
1539	0.41964868	0.017699115	0.8	0.034632035	happiness		0	happiness is everywhere just look around carefully happiness always follows you wherever you are your happiness is always with you you just need to remember thishappiness happinessquotes usa httpstcorltihndjkz
1540	0.4193758	0.017679557	0.8	0.03459459	domesticviolence		0	rt clanorth the clanorth team libbybateman in assoc with yorksagsoc were fortunate to have had juliamulligan northyorkspfcc great
1541	0.41910332	0.017660044	0.8	0.03455724	domesticviolence		0	lawrence law is proud to partner with victimsvoiceapp and are offering this tool to our clients at nocharge as a valueadded service httpstcoa6lz6d56dilawlawfirm domesticviolence divorcelawyer newjersey somersetcounty njdivorceattorney domesticviolencelawyer httpstcoons82neqvc
1542	0.41883117	0.017640574	0.8	0.03451996	domesticviolence		0	rt ramarajeswari familiar story abusive relationships  why its so hard for women to just leaveif he was a monster all the time
1543	0.41855937	0.017621145	0.8	0.034482755	violence		0	rt cdnwomenfdn icymi its important to take an intersectional genderbased response to digitalharassment after all its been sho
1544	0.41828793	0.01760176	0.8	0.03444564	violence		0	? in my new video we look at some powerful wisdom we can learn from andy ngos horrific bashingantifascum  antifaterrorist antifaterrorists  andyngo violence mindset wisdom  from the assault on andy ngo by antifa  
1545	0.41866493	0.01760176	0.8	0.03444564	trust		0	rt firewardnet behind every awardwinning firesuppression system is an industryleading engineer extensively trained in conjunction wi
1546	0.41904145	0.01760176	0.8	0.03444564	trust		0	happy to announce mr aravind voruganti  vice president of zoreum labs pte ltd  has been invited as a panelist at indias business conclave lucknow on 20th july 2019panelist indiabusinessconclave zoreum authenticity tamperproof aslistamp trust enterpreneur startup httpstcoitgcay5b1l
1547	0.41941747	0.01760176	0.8	0.03444564	happiness		0	rt alvinfoo life = 12 happy + 12 half sad ??happiness lollydaskal elisequevedo amandaray02 nevillegaunt mhiesboeck mhcommun
1548	0.41914618	0.017582418	0.8	0.034408603	genderbasedviolence		0	rt womenafrica35 we cant talk enough about the physical mental and reproductive health consequences of genderbasedviolence join us as
1549	0.41887525	0.017563118	0.8	0.034371644	domesticviolence		0.083333336	rt rachelereader powerful video launched today by searesource on the destructiveness that economic abuse has on victims in a relations
1550	0.41925064	0.017563118	0.8	0.034371644	happiness		0.071428575	rt clarenceparkgym being happy makes you healthier emerging research shows that being happier doesnt just make you feel better it ac
1551	0.41897997	0.01754386	0.8	0.034334764	violence		0	violence and overincarceration a grim reality for indigenouswomen httpstcodeomr12cux violenceincustody
1552	0.41935483	0.01754386	0.8	0.034334764	trust		0	a man who doesnt take care of his family cant be rich
1553	0.41908446	0.017524645	0.8	0.03429796	domesticviolence		0	lawrence law is proud to partner with victimsvoiceapp and are offering this tool to our clients at nocharge as a valueadded service httpstcoceie32jj0klawlawfirm domesticviolence divorcelawyer newjersey somersetcounty njdivorceattorney domesticviolencelawyer httpstcokwxmvnbtfz
1554	0.41881442	0.01750547	0.8	0.03426124	violence		0	campaign by wwsf to prevent violence against children and younggirlson the 30th anniversary of the conventionontherightsofthechild ohchrwwsf httpstcoz6eirpaqxx
1555	0.41854474	0.01748634	0.8	0.0342246	genderbasedviolence		0	genderbasedviolence the woman was eight months pregnant when she was killed in the bedroom of her homehttpstcokw6zhw5fxv
1556	0.41827542	0.01746725	0.8	0.034188036	violence		0	rt etropicjournal read emmaddoolans hinterland gothic subtropical excess in the literature of south east queensland gothic postcol
1557	0.41800642	0.0174482	0.8	0.034151547	violence		0	rt etiennekrug 1319 of children aged 1017 have experienced online sex sollicitation by adults delighted to welcome global experts thi
1558	0.41773778	0.017429193	0.8	0.03411514	domesticviolence		0	sfy marcelluswiley culture the customs arts social institutions and achievements of a particular nation people or other social groupnfl is not supportive in this front stop clouding the issue silver is a far superior commissioner nfl nba domesticviolence httpstcoal2l5tpuma
1559	0.4174695	0.017410228	0.8	0.034078807	genderbasedviolence		0	cycloneidai amp cyclonekenneth in mozambique impacts women and girls who are the most vulnerable in emergencies gender inequality and social structures make them more prone to genderbasedviolence care calls for gender inclusive recovery efforts ?httpstcog2iizp9psp httpstcoztfn0jmv6v
1560	0.41720155	0.017391304	0.8	0.034042552	domesticviolence		0	nearly eight million days of paid work are lost to domesticviolence every year according to the urban resource institute survivors have recounted being prevented from going to job interviews or being forbidden to even look at bank statements or bills
1561	0.41757536	0.017391304	0.8	0.034042552	trust		0	retweet please trust httpstcotjdfzxkvxo
